date,high,low,open,close,volume,adjclose
27-09-2017,146.8999939,145.0299988,146.6799927,145.6600037,3502700,142.8123932
26-09-2017,147.4199982,145.9400024,146.3600006,146.5599976,4488600,143.694809
25-09-2017,146.0299988,144.9100037,145.1199951,145.8699951,5213100,143.01828
22-09-2017,145.5899963,144.5899963,145.5899963,145.1300049,2792300,142.2927551
21-09-2017,145.8899994,145.1000061,145.6499939,145.2599945,2555600,142.4202118
20-09-2017,145.8800049,144.4199982,144.9299927,145.8800049,5447500,143.0281067
19-09-2017,144.9799957,144.2200012,144.7899933,144.3899994,3464400,141.567215
18-09-2017,145.4799957,144.2700043,144.8099976,144.5500031,3019500,141.7240906
15-09-2017,145.1699982,144.0800018,144.8200073,144.8200073,7397200,141.9888153
14-09-2017,146.3800049,145.5099945,145.8600006,145.5399933,3756900,142.6947327
13-09-2017,146.2899933,145.3399963,145.3500061,145.9900055,4101000,143.1359406
12-09-2017,146.3699951,144.5099945,145.1100006,145.7599945,5238100,142.9104309
11-09-2017,145.1300049,143.0099945,143.5399933,144.8600006,4613400,142.0280304
08-09-2017,143.1499939,141.6399994,143.1499939,142.4499969,3366200,139.6651459
07-09-2017,144.6399994,142.4100037,144.1000061,142.8999939,4188200,140.1063385
06-09-2017,144.4700012,143.5,143.8800049,143.8200073,3273300,141.0083771
05-09-2017,144.3600006,142.6999969,143.5,143.0399933,3097500,140.2436218
01-09-2017,144.5,142.9799957,142.9799957,144.0800018,3351700,141.2632904
31-08-2017,143.6600037,142.6300049,143.0200043,143.0299988,3656400,140.2338104
30-08-2017,143.2799988,142.4100037,143.2599945,142.5599976,2736000,139.772995
29-08-2017,143.4299927,141.8999939,142.1000061,143.1399994,3009500,140.3416595
28-08-2017,144.5599976,142.3899994,144.1100006,142.5099945,5134500,139.7239685
25-08-2017,144.1900024,143.25,143.3000031,143.7400055,2872900,140.9299316
24-08-2017,143.6799927,142.25,142.5,142.9400024,3592200,140.1455688
23-08-2017,143.0500031,140.6799927,140.6999969,142.1399994,4048300,139.3612061
22-08-2017,141.1499939,140.3800049,140.6399994,141.0099945,2544400,138.2532959
21-08-2017,140.4199982,139.1300049,139.5899963,140.3300018,3190700,137.5865936
18-08-2017,141.1499939,139.5800018,140.8699951,139.6999969,4152700,136.9689178
17-08-2017,142.8899994,140.6999969,142.5200043,140.6999969,4422100,137.9493561
16-08-2017,142.9100037,141.6100006,141.7899933,142.5,3287800,139.7141724
15-08-2017,143.3399963,140.5800018,142.5500031,142.0700073,4681500,139.2925873
14-08-2017,142.7599945,141.9400024,142,142.3200073,2222300,139.5376892
11-08-2017,142.5899963,141.5200043,142.4499969,141.8399963,3004000,139.0670776
10-08-2017,142.4199982,141.2299957,141.6399994,141.8399963,4525400,139.0670776
09-08-2017,142.0299988,141.1900024,141.75,141.7700043,2925800,138.9984436
08-08-2017,142.7599945,142,142,142.1100006,3298700,139.3318024
07-08-2017,145.0899963,142.75,145,143.4700012,4618300,139.194519
04-08-2017,145.3899994,144.3999939,145,145.1600037,2549400,140.8341675
03-08-2017,145.3399963,144.4299927,144.4299927,144.9400024,3035400,140.6207275
02-08-2017,145.2899933,144.2200012,145.1199951,144.4499969,3540900,140.14534
01-08-2017,145.6699982,144.7200012,145,145.3000031,3219500,140.9700012
31-07-2017,144.9299927,144.1699982,144.3800049,144.6699982,4355700,140.3587646
28-07-2017,145.0399933,143.8399963,144.8099976,144.2899933,3054800,139.9900818
27-07-2017,145.3999939,143.6399994,145,145.0700073,6430800,140.7468719
26-07-2017,146.4600067,144.4700012,146.2700043,145.3600006,3932400,141.0281982
25-07-2017,147.4900055,146.0299988,146.5700073,146.1900024,4208900,141.8334808
24-07-2017,147.0399933,145.8000031,147,145.9900055,3877600,141.6394348
21-07-2017,147.8699951,146.5099945,147.5899963,147.0800018,6509500,142.6969604
20-07-2017,148.8300018,147.0299988,147.5299988,147.6600037,7212200,143.2596588
19-07-2017,150.25,146.7100067,150.0200043,147.5299988,14293600,143.1335449
18-07-2017,154.2899933,152,152.3600006,154,7566800,149.4107208
17-07-2017,153.8800049,152.2400055,153.5899963,153.0099945,4762600,148.4502258
14-07-2017,154.6199951,153.3999939,154.0099945,154.2400055,3256400,149.6435852
13-07-2017,154.1900024,153.1900024,153.6999969,153.6300049,2476100,149.0517731
12-07-2017,154.2400055,153.0500031,153.4799957,153.6999969,3097900,149.1196747
11-07-2017,153.6499939,152.0500031,153.2599945,153.1900024,3447500,148.6248779
10-07-2017,153.8899994,152.6300049,152.9100037,153.4199982,3206200,148.8480377
07-07-2017,153.4900055,152.1399994,152.6199951,152.9400024,2460100,148.3823242
06-07-2017,153.8300018,152.2299957,153.3600006,152.3600006,2757500,147.8196106
05-07-2017,155.8899994,153.6300049,155.7700043,153.6699982,3564400,149.0905609
03-07-2017,156.0299988,153.5200043,153.5800018,155.5800018,2822500,150.9436493
30-06-2017,154.5,153.1399994,154.2799988,153.8300018,3571500,149.2458191
29-06-2017,155.7400055,153.6199951,155.3500061,154.1300049,3262200,149.5368652
28-06-2017,155.5500031,154.7799988,155.1499939,155.3200073,2221000,150.6914063
27-06-2017,155.3399963,154.5,155,154.75,2386500,150.138382
26-06-2017,155.75,154.6300049,154.7100067,155.2299957,2153500,150.6040649
23-06-2017,154.6799927,153.8000031,154.3399963,154.1100006,3282200,149.5174713
22-06-2017,154.9900055,153.6900024,154.5500031,154.3999939,2376500,149.7988129
21-06-2017,155.7899933,153.3899994,155.7899933,153.7899933,3959700,149.2069855
20-06-2017,155.3899994,154.25,154.4799957,154.9499969,4481700,150.332428
19-06-2017,155.8600006,154.5399933,155.5099945,154.8399963,4629500,150.225708
16-06-2017,155.4199982,152.9700012,154.2299957,155.3800049,6742000,150.7496338
15-06-2017,154.6900024,153.2899933,153.2899933,154.2200012,4654300,149.624176
14-06-2017,154.9400024,152.9400024,153.9700012,153.8099976,3049100,149.2263794
13-06-2017,155.4799957,154.1499939,155.4400024,154.25,3523500,149.6532898
12-06-2017,157.1999969,154.0200043,154.1900024,155.1799927,6471500,150.5555725
09-06-2017,154.2599945,151.8800049,152,154.1000061,4361500,149.5077667
08-06-2017,152.8200073,150.9199982,151,152.1000061,3709000,147.5673676
07-06-2017,154.1999969,150.8000031,153.0500031,150.9799957,4865700,146.4807281
06-06-2017,152.8899994,152,152,152.3699951,3797200,147.8293152
05-06-2017,152.9299927,151.6799927,151.8200073,152.4100037,3975100,147.8681335
02-06-2017,153.1999969,151.8000031,153.0700073,152.0500031,3585700,147.5188446
01-06-2017,152.8699951,151.6300049,152.8000031,152.6699982,2918100,148.1203613
31-05-2017,152.8000031,151.6499939,152.0299988,152.6300049,3543400,148.0815735
30-05-2017,152.6699982,151.5899963,151.9499969,151.7299957,3666000,147.208374
26-05-2017,153,152.0599976,152.8500061,152.4900055,2443300,147.945755
25-05-2017,153.7299957,152.9499969,153.25,153.1999969,2582700,148.6345673
24-05-2017,152.7599945,151.2299957,152.2100067,152.5099945,3732400,147.9651337
23-05-2017,153.6799927,151.9199982,152.5700073,152.0299988,2564500,147.4994507
22-05-2017,152.8399963,151.6000061,152.1000061,152.6399994,3302100,148.0912628
19-05-2017,152.4600067,150.8899994,151.0099945,151.9799957,5643000,147.4509277
18-05-2017,151.3300018,150.1100006,150.8600006,150.7799988,3274200,146.2866821
17-05-2017,154.1399994,150.8899994,153.3000031,150.9299927,5191500,146.4322205
16-05-2017,153.9900055,151.6600037,151.6600037,153.6799927,5513700,149.1002655
15-05-2017,151.8300018,150.4499969,150.6199951,151.5099945,4245500,146.9949188
12-05-2017,151.2599945,150,150.3000031,150.3699951,3715300,145.8889008
11-05-2017,151.1499939,149.7899933,151.0500031,150.6499939,5627900,146.1605682
10-05-2017,152.3699951,151.1300049,151.6499939,151.25,4999900,146.7426758
09-05-2017,153.1000061,151.5599976,152.6000061,152.1100006,6853000,147.5770569
08-05-2017,153.4700012,152.1999969,152.8000031,153.0299988,7492000,148.4696503
05-05-2017,155.7799988,153,153.5200043,155.0500031,12521300,148.9741364
04-05-2017,159.1399994,158.3600006,158.8899994,159.0500031,4280600,152.8173981
03-05-2017,159.4499969,158.5200043,158.7400055,158.6300049,3993300,152.4138641
02-05-2017,159.4900055,158.6399994,159.4400024,159.1000061,3208200,152.8654327
01-05-2017,160.4199982,158.6999969,160.0500031,158.8399963,4935300,152.6156158
28-04-2017,160.5899963,159.6999969,160.5,160.2899933,4154100,154.0088196
27-04-2017,160.4799957,159.6300049,160.2899933,160.3200073,4122600,154.0376434
26-04-2017,161.1000061,159.8899994,160.5299988,160.0599976,4327800,153.7878113
25-04-2017,162.0399933,160.3800049,161.7799988,160.3899994,4860400,154.1048889
24-04-2017,161.5700073,160.4199982,161.2899933,160.75,5320600,154.4507751
21-04-2017,162.1100006,160.3800049,162.0500031,160.3800049,5607800,154.0953064
20-04-2017,162.3999939,160.5,161.3200073,162.3000031,6486800,155.940033
19-04-2017,162.6399994,159.6000061,161.7599945,161.6900024,19284300,155.3539581
18-04-2017,171.6900024,169.8300018,170.7899933,170.0500031,6345500,163.3863678
17-04-2017,171.3000031,169.6199951,169.75,171.1000061,3720200,164.3952179
13-04-2017,171.3600006,169.5299988,169.9199982,169.5299988,3205500,162.8867188
12-04-2017,171.1999969,170.0200043,171.0399933,170.6600037,3276900,163.9724426
11-04-2017,171.2299957,168.9799957,170.6499939,170.5800018,4891900,163.8955841
10-04-2017,172.5599976,171,172.5299988,171.1999969,3789900,164.4913025
07-04-2017,172.9299927,171.2799988,172.0800018,172.1399994,3588300,165.394455
06-04-2017,173.4700012,172.25,173.4700012,172.4499969,3435400,165.6923065
05-04-2017,176.3300018,172.8099976,174.6999969,172.8800049,6238900,166.1054535
04-04-2017,174.9600067,173.2599945,173.5200043,174.5200043,3108900,167.6811829
03-04-2017,174.8699951,173.3800049,173.8200073,174.5,4286500,167.6619568
31-03-2017,174.9499969,173.6900024,173.9799957,174.1399994,2913700,167.3160858
30-03-2017,174.5899963,173.6900024,173.8600006,173.8600006,3168300,167.0470581
29-03-2017,174.4900055,173.4600067,174.3000031,173.9400024,3085600,167.1239014
28-03-2017,175,173,173.9400024,174.5099945,3523900,167.6715851
27-03-2017,174.1600037,172.0899963,172.6900024,173.7700043,3259000,166.9605713
24-03-2017,175.5,173.3899994,175.1199951,173.8300018,3221700,167.018219
23-03-2017,175.6699982,173.5599976,174.4299927,174.8200073,3740000,167.9694214
22-03-2017,175.0599976,172.8000031,174.0399933,174.7799988,3450500,167.9309845
21-03-2017,176.2299957,173.8399963,176.0099945,173.8800049,3927700,167.0662537
20-03-2017,176.1799927,175.1399994,175.6499939,175.6999969,2476100,168.8149414
17-03-2017,176.7899933,175.6499939,176.2899933,175.6499939,5921000,168.7668915
16-03-2017,179,176.8200073,178.4600067,177.2400055,4311800,170.2946014
15-03-2017,176.2799988,174.75,175.7100067,175.8099976,3815500,168.9206543
14-03-2017,176.8200073,175.2100067,176.1799927,175.7200012,3147500,168.8341675
13-03-2017,178.0599976,176.4199982,177.8500061,176.4600067,3482200,169.5451813
10-03-2017,179.4900055,177.4199982,178.2100067,177.8300018,3100300,170.8614807
09-03-2017,179.25,175.8800049,179.1499939,177.1799927,5444100,170.2369385
08-03-2017,180.9499969,179.3000031,180.75,179.4499969,3557400,172.4179993
07-03-2017,181.2899933,180.1999969,180.7100067,180.3800049,2980500,173.311554
06-03-2017,180.9900055,179.5700073,179.7200012,180.4700012,3204400,173.3980255
03-03-2017,181.3200073,179.7599945,180.5299988,180.0500031,1822000,172.9944763
02-03-2017,181.8800049,180.4299927,181.8800049,180.5299988,2918200,173.4556732
01-03-2017,182.5500031,180.0299988,180.4799957,181.9499969,3005600,174.8200226
28-02-2017,180.6300049,179.3500061,179.3800049,179.8200073,3273400,172.7735138
27-02-2017,181.25,179.2799988,181.1900024,179.3999939,3691300,172.3699646
24-02-2017,181.4900055,179.8899994,180.2100067,181.3500061,3300100,174.2435303
23-02-2017,182.5,180.9199982,182,181.6499939,2282500,174.5317841
22-02-2017,181.3399963,180.0899963,180.0899963,181.1499939,3020500,174.0513763
21-02-2017,180.7899933,179.1199951,180.6000061,180.2599945,4480300,173.1962433
17-02-2017,181.5700073,180,181.25,180.6699982,3552500,173.5901947
16-02-2017,182.7899933,180.8699951,181.4499969,181.4299927,3251500,174.3204041
15-02-2017,181.9199982,179.8099976,180.1999969,181.6799927,2914300,174.5605927
14-02-2017,180.1300049,178.3500061,178.5700073,180.1300049,2567900,173.0713501
13-02-2017,179.8999939,178.8399963,179.2400055,179.3600006,3093400,172.3315277
10-02-2017,178.8699951,176.7599945,177.3699951,178.6799927,2930700,171.6781464
09-02-2017,177.8000031,175.9100037,176.1699982,177.2100067,3090700,170.2657928
08-02-2017,177.5,175.8800049,177.5,176.1699982,2913100,169.26651
07-02-2017,178.6199951,175.8999939,176,178.4600067,3873500,170.1216431
06-02-2017,175.9799957,174.3800049,175.3099976,175.8600006,2650800,167.6431427
03-02-2017,176.3399963,174.8899994,175,175.8200073,3309300,167.6050262
02-02-2017,174.9700012,173.5500031,174.2299957,174.5800018,2620500,166.4229431
01-02-2017,175.6999969,172.8899994,175,174.2899933,2795700,166.1464844
31-01-2017,175.5800018,173.6100006,175.0500031,174.5200043,4139000,166.3657532
30-01-2017,177.0700073,174.5800018,176.9799957,175.8000031,4094800,167.5859222
27-01-2017,179.1999969,177.3000031,178.4700012,177.3000031,3482300,169.0158539
26-01-2017,178.8800049,177.5099945,178.0599976,178.6600037,3063900,170.3123016
25-01-2017,179.25,176.1300049,176.2599945,178.2899933,5922500,169.9595795
24-01-2017,176,171.1600037,171.3600006,175.8999939,6952400,167.6812439
23-01-2017,171.25,170.0099945,170.0800018,171.0299988,5478200,163.0388031
20-01-2017,170.6399994,166,167.8099976,170.5500031,12690000,162.5812378
19-01-2017,167.4499969,165.8000031,166.9600067,166.8099976,6963400,159.0160065
18-01-2017,168.5899963,166.6900024,167.4499969,166.8000031,4007800,159.0064545
17-01-2017,168.1799927,166.1199951,166.6900024,167.8899994,3302900,160.0455017
13-01-2017,168.4799957,166.8800049,167.9700012,167.3399963,2875400,159.5212097
12-01-2017,168.0099945,165.5599976,167.7700043,167.9499969,2927500,160.1027069
11-01-2017,167.7599945,165.6000061,166.0500031,167.75,3599500,159.9120636
10-01-2017,168.0899963,165.3399963,167.9799957,165.5200043,4118700,157.7862549
09-01-2017,169.8000031,167.6199951,169.4700012,167.6499939,3184700,159.8167267
06-01-2017,169.9199982,167.5200043,168.6900024,169.5299988,2945500,161.6088867
05-01-2017,169.3899994,167.2599945,169.25,168.6999969,2682300,160.8176727
04-01-2017,169.8699951,167.3600006,167.7700043,169.2599945,3381400,161.3515015
03-01-2017,167.8699951,166.0099945,167,167.1900024,2934300,159.3782349
30-12-2016,166.6999969,165.5,166.4400024,165.9900055,2952800,158.2342987
29-12-2016,166.9900055,166,166.0200043,166.6000061,1594000,158.8158112
28-12-2016,167.7400055,166,167.2899933,166.1900024,1757500,158.4249573
27-12-2016,167.9799957,166.8500061,166.9799957,167.1399994,1397500,159.3305511
23-12-2016,167.4900055,166.4499969,167,166.7100067,1699200,158.9206543
22-12-2016,168.2299957,166.5800018,167.3600006,167.0599976,2802600,159.2542877
21-12-2016,167.9400024,165.25,166.25,167.3300018,3575700,159.5116882
20-12-2016,168.25,166.4499969,167.4900055,167.6000061,2174600,159.7690887
19-12-2016,167.2599945,166,166.8300018,166.6799927,2955900,158.8920593
16-12-2016,169.1100006,166.0599976,168.9700012,166.7299957,6679200,158.9397125
15-12-2016,169.8500061,167.7799988,168.0099945,168.0200043,3388600,160.1694489
14-12-2016,169.8899994,167.4499969,168.3699951,168.5099945,4124200,160.6365509
13-12-2016,169.9499969,165.6799927,165.6799927,168.2899933,5932300,160.4268188
12-12-2016,166.7899933,165.0700073,166.7200012,165.5,3392300,157.7671967
09-12-2016,166.7200012,164.6000061,165.1799927,166.5200043,3146900,158.7395325
08-12-2016,166,164.2200012,164.8699951,165.3600006,3266400,157.6337433
07-12-2016,165.1799927,160.3899994,160.6000061,164.7899933,4435100,157.0903473
06-12-2016,160.7899933,158.9299927,160.1300049,160.3500061,2859000,152.8578186
05-12-2016,161.1499939,159.5899963,160.8500061,159.8399963,3447100,152.3716431
02-12-2016,160.2899933,158.4100037,159,160.0200043,2740900,152.5432434
01-12-2016,162.1999969,158.3000031,161.9499969,159.8200073,4635700,152.3525848
30-11-2016,163.8000031,162.2100067,163.3500061,162.2200012,4397800,154.6404572
29-11-2016,164.4100037,163.0299988,164,163.5299988,3148200,155.8892365
28-11-2016,164.6600037,162.6999969,163.1999969,164.5200043,4449400,156.8329773
25-11-2016,163.1900024,161.8300018,161.8300018,163.1399994,1605300,155.5174561
23-11-2016,162.3800049,161.3600006,161.9400024,161.9799957,2252700,154.4116516
22-11-2016,163,161.9499969,163,162.6699982,2770800,155.0694122
21-11-2016,163,160.3699951,160.6900024,162.7700043,4637100,155.1647491
18-11-2016,160.7200012,159.2100067,159.8000031,160.3899994,2981600,152.8959503
17-11-2016,159.9299927,158.8500061,159.2200012,159.8000031,2261200,152.3335114
16-11-2016,159.5500031,158.0299988,158.4600067,159.2899933,2244100,151.8473358
15-11-2016,159.1499939,157.5500031,158.4199982,158.6699982,3477000,151.2563324
14-11-2016,161.8600006,157.5800018,161.25,158.2100067,5180400,150.8178101
11-11-2016,161.3399963,159.3300018,159.9700012,161.2700043,4446600,153.7348175
10-11-2016,161.1600037,157.5899963,157.6600037,160.2200012,7715800,152.7338867
09-11-2016,155.5599976,151,152.9600067,154.8099976,5403700,147.5766602
08-11-2016,155.9299927,153.0599976,154.5599976,155.1699982,3915000,147.9198456
07-11-2016,156.1100006,153.8399963,153.9900055,155.7200012,3804900,147.1095581
04-11-2016,153.6399994,151.8699951,152.3999939,152.4299927,2470400,144.0014648
03-11-2016,153.7400055,151.8000031,152.5099945,152.3699951,2878800,143.9447937
02-11-2016,153.3500061,151.6699982,152.4799957,151.9499969,3074400,143.5480194
01-11-2016,153.9100037,151.7400055,153.5,152.7899933,3191900,144.341568
31-10-2016,154.3300018,152.7599945,152.7599945,153.6900024,3553200,145.1918335
28-10-2016,154.4400024,152.1799927,154.0500031,152.6100006,3654500,144.171524
27-10-2016,154.0599976,152.0200043,152.8200073,153.3500061,4229300,144.870636
26-10-2016,152.9400024,150.2599945,150.7100067,151.8099976,2811700,143.4157715
25-10-2016,151.1600037,149.8300018,150.5700073,150.8800049,2647500,142.5371857
24-10-2016,151.5200043,150.3999939,150.3999939,150.5700073,2666700,142.244339
21-10-2016,151.1499939,149.5599976,150.5800018,149.6300049,4414200,141.356308
20-10-2016,152.8999939,151.0200043,151.2799988,151.5200043,4023100,143.1417847
19-10-2016,152.4499969,150.8300018,151.2700043,151.2599945,4632900,142.8961945
18-10-2016,151,147.7899933,150.0200043,150.7200012,12705700,142.3860321
17-10-2016,155.8899994,154.3399963,154.4499969,154.7700043,5890400,146.2120819
14-10-2016,155.5299988,154.0899963,154.4700012,154.4499969,4358200,145.9097748
