Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
BSE,EQ,14-May-21,735.8,743.7,770,723.05,755,752.25,748.44,1823697,1364932740,54011
BSE,EQ,17-May-21,752.25,757.3,768.7,741.2,751.95,749.5,754.19,785302,592269440.1,22915
BSE,EQ,18-May-21,749.5,752,777.5,746.15,756.5,756.7,763.37,889776,679231699.3,25856
BSE,EQ,19-May-21,756.7,756,766,746.3,756.5,757.6,757.7,533934,404562774.4,14820
BSE,EQ,20-May-21,757.6,758.35,763.3,747.1,751,751.45,753.2,376102,283278710.4,10748
BSE,EQ,21-May-21,751.45,756.7,772.95,744,746.5,747.1,758.3,473065,358724688.5,14274
BSE,EQ,24-May-21,747.1,753.1,794,746.5,788.1,787.75,777.53,1454691,1131065303,36006
BSE,EQ,25-May-21,787.75,794.95,803.5,784.7,801.9,799.05,796.22,1360779,1083475725,32355
BSE,EQ,26-May-21,799.05,821,942.3,820,924.25,911.35,879.82,8568978,7539189583,220332
BSE,EQ,27-May-21,911.35,930.3,948,893,913,910.6,917.97,4162524,3821063848,119960
BSE,EQ,28-May-21,910.6,921,949,910,938,936.75,928.16,2434619,2259726379,64288
BSE,EQ,31-May-21,936.75,937,977.8,925.25,957,962.2,959.2,2695609,2585616825,78436
BSE,EQ,01-Jun-21,962.2,965.9,968.9,917.55,935,932.7,937.38,1282670,1202346392,43962
BSE,EQ,02-Jun-21,932.7,931.45,939.5,916,919.45,920.2,923.14,728092,672133003.8,25726
BSE,EQ,03-Jun-21,920.2,924,946,920.75,926,930.65,930.57,620461,577382524.4,19701
BSE,EQ,04-Jun-21,930.65,931,947.45,921.3,927.2,928.95,932.34,603089,562285914.1,18671
BSE,EQ,07-Jun-21,928.95,932,944,921,930.8,931.5,932.04,535334,498954360.2,17092
BSE,EQ,08-Jun-21,931.5,928.1,937.95,918.05,924,925.05,926,442840,410069728.9,14669
BSE,EQ,09-Jun-21,925.05,929.9,929.9,895.1,912,911.6,915.6,568701,520700298.1,21527
BSE,EQ,10-Jun-21,911.6,917.05,953.7,912,933,933.15,936.39,1250865,1171299740,35096
BSE,EQ,11-Jun-21,933.15,940,947.75,922,927,924.25,931.86,464113,432490562.9,15649
BSE,EQ,14-Jun-21,924.25,928.9,941,896.15,930,930.6,922.36,593876,547768575.5,20567
BSE,EQ,15-Jun-21,930.6,934.9,958.4,925.4,945.5,945.15,946.81,1596003,1511110054,46050
BSE,EQ,16-Jun-21,945.15,945.15,949.7,926.2,930,928.9,934.27,469870,438983762,19954
BSE,EQ,17-Jun-21,928.9,925,931,904.25,912,907.85,917.28,547529,502238522.6,21792
BSE,EQ,18-Jun-21,907.85,916.05,925,856.9,903,895.7,892.23,735199,655968626.8,35885
BSE,EQ,21-Jun-21,895.7,880,909.9,873.35,898,899.25,894.2,450059,402443234.7,18530
BSE,EQ,22-Jun-21,899.25,908.9,916.9,885,893,893.15,901.95,373690,337051207.2,16312
BSE,EQ,23-Jun-21,893.15,899,904.15,884.4,891.9,889.35,896.52,217102,194637340.7,10118
BSE,EQ,24-Jun-21,889.35,896.5,897,877.8,881,880.75,886.79,215136,190780376.1,10199
BSE,EQ,25-Jun-21,880.75,886.9,918,880,904,907.75,899.67,476549,428734697.3,19037
BSE,EQ,28-Jun-21,907.75,914,929.4,903.3,921.7,923.75,920.44,846331,778992887.3,26184
BSE,EQ,29-Jun-21,923.75,927.9,934,910,916.5,914.55,919.22,409625,376536748.1,14843
BSE,EQ,30-Jun-21,914.55,917,919.4,897.05,901.8,900.5,907.67,255873,232248969,12304
BSE,EQ,01-Jul-21,900.5,905.45,906.95,889,895,893.3,897.97,296282,266052408.9,12990
BSE,EQ,02-Jul-21,893.3,894,968,894,956,958.1,944.57,2953758,2790035730,66918
BSE,EQ,05-Jul-21,958.1,969.9,1005.9,965,978,975.25,985.75,2451060,2416132639,69027
BSE,EQ,06-Jul-21,975.25,977.95,986,949.35,960.45,960.8,970.61,748833,726821455.7,26635
BSE,EQ,07-Jul-21,960.8,964.5,968.35,950.1,962,958.55,957.6,507440,485924467,21150
BSE,EQ,08-Jul-21,958.55,960,1008,958.55,974.95,973.15,983.36,1575110,1548893647,51836
BSE,EQ,09-Jul-21,973.15,978.85,989,971.6,974,977.85,979.7,583436,571589943,22209
BSE,EQ,12-Jul-21,977.85,985.5,1012.8,974.15,994,996.25,998.53,1765495,1762903265,48834
BSE,EQ,13-Jul-21,996.25,1003.9,1115,993,1091,1103.05,1068.85,8787991,9393014990,227465
BSE,EQ,14-Jul-21,1103.05,1089.05,1127,1076,1089,1091.25,1104.65,4322443,4774774427,123298
BSE,EQ,15-Jul-21,1091.25,1093.5,1170,1092.3,1147,1152.65,1143.41,5256375,6010212966,156446
BSE,EQ,16-Jul-21,1152.65,1160.95,1210,1158,1190,1191.65,1189.03,4640649,5517851305,149083
BSE,EQ,19-Jul-21,1191.65,1184.8,1406,1173.25,1332.15,1328.45,1318.05,12170664,16041571365,406226
BSE,EQ,20-Jul-21,1328.45,1355,1410,1306.6,1320,1332.8,1356.54,6596095,8947852300,234944
BSE,EQ,22-Jul-21,1332.8,1339.95,1353.6,1235.55,1245.25,1245.5,1270.99,1971410,2505647005,103537
BSE,EQ,23-Jul-21,1245.5,1245.25,1255.5,1159.05,1165,1164.85,1187.21,1761607,2091395287,82039
BSE,EQ,26-Jul-21,1164.85,1166.1,1277,1130,1258,1259.2,1230.23,2661678,3274479450,109213
BSE,EQ,27-Jul-21,1259.2,1261,1287.85,1210,1239,1243.1,1255.89,1307522,1642101744,60031
BSE,EQ,28-Jul-21,1243.1,1247.1,1247.1,1195.1,1221,1223.95,1218.63,566296,690104317.5,32011
BSE,EQ,29-Jul-21,1223.95,1230,1268,1211,1241,1240.1,1246.16,692790,863326083.8,32025
BSE,EQ,30-Jul-21,1240.1,1242.8,1271,1238.55,1249.8,1248.8,1256.8,592399,744528985.3,28377
BSE,EQ,02-Aug-21,1248.8,1265.9,1286,1257.8,1278,1277.4,1275.59,704082,898120100.9,33936
BSE,EQ,03-Aug-21,1277.4,1283.5,1293.35,1261,1265,1264.35,1269.54,366709,465551611.3,18097
BSE,EQ,04-Aug-21,1264.35,1278.35,1278.35,1238.3,1248,1244.4,1255.89,367494,461531520.4,19722
BSE,EQ,05-Aug-21,1244.4,1248,1259.4,1200,1232,1229.85,1226.29,514907,631426599.9,28407
BSE,EQ,06-Aug-21,1229.85,1234.5,1241.55,1214.5,1220.3,1217.55,1226,231176,283420658.5,14842
BSE,EQ,09-Aug-21,1217.55,1228,1228,1191.1,1193,1194.2,1203.41,339569,408641366.4,19698
BSE,EQ,10-Aug-21,1194.2,1195,1203.7,1110,1138,1140.3,1154.57,582093,672066323.1,41357
BSE,EQ,11-Aug-21,1140.3,1140,1143.9,1071.1,1124.95,1119.5,1099.04,836948,919843198.6,50698
BSE,EQ,12-Aug-21,1119.5,1126.5,1168.7,1121.45,1153,1151.6,1151.2,522796,601842472.4,24655
BSE,EQ,13-Aug-21,1151.6,1130,1155,1130,1143,1139.65,1140.88,228293,260456016.7,14218
BSE,EQ,16-Aug-21,1139.65,1141.9,1141.9,1111.1,1114.95,1117.1,1121.32,206905,232006009.2,13484
BSE,EQ,17-Aug-21,1117.1,1116.9,1117.1,1089.6,1092.5,1093.95,1099.05,265566,291869644.8,17164
BSE,EQ,18-Aug-21,1093.95,1084,1175,1084,1133,1133.8,1146.24,776394,889932552.4,40173
BSE,EQ,20-Aug-21,1133.8,1124,1149,1105.1,1105.95,1110.4,1128.59,414839,468184850.2,24449
BSE,EQ,23-Aug-21,1110.4,1120.55,1132.6,1033.1,1038.9,1039.7,1068.94,523736,559844615.2,34858
BSE,EQ,24-Aug-21,1039.7,1045,1079.35,1023.25,1068,1070.25,1052.85,616670,649258499.6,30669
BSE,EQ,25-Aug-21,1070.25,1071.8,1092,1065,1082,1077.7,1076.98,359940,387648702.6,19359
BSE,EQ,26-Aug-21,1077.7,1082,1113.85,1067.05,1102,1101.6,1097.93,478402,525254226.2,25818
BSE,EQ,27-Aug-21,1101.6,1107.9,1125,1091.45,1092,1098.9,1109.26,309755,343597915.6,16973
BSE,EQ,30-Aug-21,1098.9,1100,1210,1099,1197,1197.25,1172.04,1536730,1801112575,60626
BSE,EQ,31-Aug-21,1197.25,1203.8,1218.5,1182.35,1193.15,1198.4,1201.14,701395,842472565.1,34795
BSE,EQ,01-Sep-21,1198.4,1201,1210,1175.95,1194.9,1192.65,1199.59,547013,656189800.4,25065
BSE,EQ,02-Sep-21,1192.65,1192,1207,1180,1182,1183.15,1193,328101,391423071.8,17019
BSE,EQ,03-Sep-21,1183.15,1187,1234.7,1180,1182,1184.2,1205.15,945381,1139328847,41646
BSE,EQ,06-Sep-21,1184.2,1191.9,1194,1165,1169,1167.9,1176.38,396988,467009385.7,22954
BSE,EQ,07-Sep-21,1167.9,1171,1174.8,1135.65,1151,1150.45,1153.23,304832,351539891.8,19936
BSE,EQ,08-Sep-21,1150.45,1160,1198.3,1160,1191.6,1189.2,1183.02,737005,871893757.9,36397
BSE,EQ,09-Sep-21,1189.2,1190,1275,1187.15,1240,1241.6,1245.39,2555004,3181986903,97295
BSE,EQ,13-Sep-21,1241.6,1244,1258,1220.1,1228.6,1228.05,1236.26,796696,984921819.5,38960
BSE,EQ,14-Sep-21,1228.05,1235.55,1255,1221.2,1225,1229.65,1237.34,597649,739493530.2,29506
BSE,EQ,15-Sep-21,1229.65,1230,1247.25,1211,1227.5,1227.55,1227.68,528367,648666345.2,29652
BSE,EQ,16-Sep-21,1227.55,1229,1247,1214,1230.3,1231,1229.67,611998,752556172.3,28442
BSE,EQ,17-Sep-21,1231,1237,1239,1182.8,1192.05,1189.3,1204.95,569331,686014021,29122
BSE,EQ,20-Sep-21,1189.3,1168,1204,1155,1158,1157.85,1176.48,335936,395222742.9,21566
BSE,EQ,21-Sep-21,1157.85,1152,1175,1132.3,1168,1166.65,1153.68,335127,386628848.1,21996
BSE,EQ,22-Sep-21,1166.65,1182,1191,1162.6,1171,1170.2,1176.89,223906,263513220,13472
BSE,EQ,23-Sep-21,1170.2,1175,1200,1172,1183,1182.85,1184.79,279381,331008742.1,15365
BSE,EQ,24-Sep-21,1182.85,1191,1192.7,1163,1170.05,1171.4,1177.37,223493,263134393,13448
BSE,EQ,27-Sep-21,1171.4,1181.95,1272.5,1181.95,1258.35,1257.8,1245.01,2502872,3116088329,103050
BSE,EQ,28-Sep-21,1257.8,1270,1294.9,1241.55,1267,1271.75,1270.93,1367421,1737901883,65697
BSE,EQ,29-Sep-21,1271.75,1255,1256,1230.25,1242,1241.3,1243.37,466919,580553271.3,26015
BSE,EQ,30-Sep-21,1241.3,1247.55,1252,1225,1232,1231.25,1234.41,296255,365699914,17811
BSE,EQ,01-Oct-21,1231.25,1224,1229,1208,1218,1219,1217.56,293283,357090308.1,17595
BSE,EQ,04-Oct-21,1219,1220,1253.65,1220,1237.95,1237.45,1236.2,254596,314730493.9,14374
BSE,EQ,05-Oct-21,1237.45,1234.8,1281.6,1225.05,1273.95,1263.45,1254.38,677207,849477539.3,27046
BSE,EQ,06-Oct-21,1263.45,1281,1298.4,1237.15,1247,1248.9,1272.02,799474,1016947490,39517
BSE,EQ,07-Oct-21,1248.9,1262.4,1264.55,1235,1254,1252.45,1251.47,273168,341860740.4,16111
BSE,EQ,08-Oct-21,1252.45,1261,1365,1251.9,1337,1338.45,1318.42,3158462,4164171236,129162
BSE,EQ,11-Oct-21,1338.45,1351.3,1450,1350,1426.95,1434.65,1405.8,2896864,4072401223,109651
BSE,EQ,12-Oct-21,1434.65,1424,1469.4,1412.3,1453,1457.8,1446.15,1639978,2371648256,63407
BSE,EQ,13-Oct-21,1457.8,1470,1478,1414.2,1423,1421.4,1441.8,771216,1111936776,40230
BSE,EQ,14-Oct-21,1421.4,1430,1442,1371.2,1397.8,1396.65,1407.55,713509,1004298096,39370
BSE,EQ,18-Oct-21,1396.65,1410,1436,1387.3,1404.95,1410.3,1413.34,478971,676950548.1,25593
BSE,EQ,19-Oct-21,1410.3,1421.4,1421.4,1350.25,1376.1,1371,1393.21,566406,789120240.8,32999
BSE,EQ,20-Oct-21,1371,1371,1389,1311.1,1353.15,1343.25,1350.09,556012,750668803,43151
BSE,EQ,21-Oct-21,1343.25,1353.75,1367.9,1330.5,1352.25,1347.5,1345.41,285552,384185719,20561
BSE,EQ,22-Oct-21,1347.5,1355,1394.75,1266.35,1320,1318.85,1339.45,497510,666391502.7,34793
BSE,EQ,25-Oct-21,1318.85,1330,1333.2,1261.65,1277,1278.45,1287.43,516970,665562849.6,39994
BSE,EQ,26-Oct-21,1278.45,1290,1380,1290,1371,1363.95,1335.66,710808,949400912.2,43076
BSE,EQ,27-Oct-21,1363.95,1373,1380.05,1330.5,1362,1363.35,1357.76,534153,725250850.1,36057
BSE,EQ,28-Oct-21,1363.35,1363.2,1363.2,1305,1324,1318.9,1331.59,374253,498351126.4,29112
BSE,EQ,29-Oct-21,1318.9,1310,1370,1271.25,1323,1324.15,1322.1,558320,738154674.9,44632
BSE,EQ,01-Nov-21,1324.15,1337.4,1367.7,1326.1,1348.55,1352.35,1351.36,386558,522377667.1,28117
BSE,EQ,02-Nov-21,1352.35,1359,1366.95,1341.6,1344,1348.4,1353.46,272175,368376976.4,16760
BSE,EQ,03-Nov-21,1348.4,1354.8,1376.8,1336,1350,1352.2,1355.91,533915,723941316.5,30137
BSE,EQ,04-Nov-21,1352.2,1364,1405,1362,1380.15,1382.3,1384.5,437275,605408876.5,22562
BSE,EQ,08-Nov-21,1382.3,1393.65,1405,1382,1402.15,1399.8,1394.24,416177,580249409.4,21760
BSE,EQ,09-Nov-21,1399.8,1406.8,1419,1394,1395.35,1397.35,1406.66,380501,535235484.8,25679
BSE,EQ,10-Nov-21,1397.35,1390,1443.3,1381,1428.4,1425.2,1425.1,854661,1217977515,38974
BSE,EQ,11-Nov-21,1425.2,1432,1432,1403,1420,1422.3,1419.92,360583,511998516.3,19528
BSE,EQ,12-Nov-21,1422.3,1430,1435,1410,1415,1417.35,1424.72,471828,672223023.4,23795
BSE,EQ,15-Nov-21,1417.35,1434,1525,1434,1491.7,1490.8,1495.54,2462889,3683360994,99843
BSE,EQ,16-Nov-21,1490.8,1501.9,1568,1501.9,1557.5,1558.05,1540.74,1965592,3028456460,91625
BSE,EQ,17-Nov-21,1558.05,1562.25,1587.5,1541.2,1562.25,1560.1,1566.98,1189084,1863273135,59861
BSE,EQ,18-Nov-21,1560.1,1567,1624.9,1514.6,1621,1603.4,1576.6,1805529,2846605443,84022
BSE,EQ,22-Nov-21,1603.4,1631.95,1640,1485.05,1533,1534.25,1563.74,1758025,2749085756,105884
BSE,EQ,23-Nov-21,1534.25,1520,1615,1504.85,1600,1600.15,1589.62,1354870,2153731611,83127
BSE,EQ,24-Nov-21,1600.15,1618.2,1640,1565.95,1570,1575.35,1607.34,1060326,1704305896,59551
BSE,EQ,25-Nov-21,1575.35,1578,1615,1570,1598,1599.15,1593.87,559357,891544432,36156
BSE,EQ,26-Nov-21,1599.15,1570,1583.8,1505,1524,1518.4,1541.14,823525,1269164935,56303
BSE,EQ,29-Nov-21,1518.4,1524,1578,1425.55,1529,1528.35,1513.11,1035563,1566917923,71707
BSE,EQ,30-Nov-21,1528.35,1543.8,1597,1536.4,1550.25,1559.85,1570.31,1329459,2087659241,68346
BSE,EQ,01-Dec-21,1559.85,1572,1675,1551.6,1660,1651.9,1632.34,2518229,4110599378,113531
BSE,EQ,02-Dec-21,1651.9,1674,1939,1652,1911.9,1899,1803.07,6980562,12586445459,310425
BSE,EQ,03-Dec-21,1899,1916,1947.7,1840,1871.4,1877.55,1887.28,4498343,8489620958,241867
BSE,EQ,06-Dec-21,1877.55,1889.95,1964,1825,1866,1848.35,1906.7,3398431,6479795731,177532
BSE,EQ,07-Dec-21,1848.35,1882.6,1970,1859.05,1958,1945.05,1913.92,1984392,3797967017,102165
BSE,EQ,08-Dec-21,1945.05,1979,2109,1962.95,2058,2056.95,2042.7,4545712,9285506002,209445
BSE,EQ,09-Dec-21,2056.95,2067.95,2088.9,2016,2051,2046.65,2048.87,1430995,2931920615,75546
BSE,EQ,10-Dec-21,2046.65,2028.9,2160,2027.1,2096.15,2101.85,2110.21,2863347,6042266159,125779
BSE,EQ,13-Dec-21,2101.85,2119,2188.5,2070,2111,2111.75,2129.72,2248524,4788729442,104590
BSE,EQ,14-Dec-21,2111.75,2090,2323,2085,2298,2291.3,2218.95,4243976,9417185386,167603
BSE,EQ,15-Dec-21,2291.3,2318.6,2373.7,2186.1,2238.5,2222.75,2309.08,5493201,12684227314,270762
BSE,EQ,16-Dec-21,2222.75,2222,2239.95,2088.85,2110,2108.5,2145.08,1873836,4019532588,99420
BSE,EQ,17-Dec-21,2108.5,2100,2113.65,1942.5,1967.35,1958.25,2007.84,1588653,3189763881,93203
BSE,EQ,20-Dec-21,1958.25,1900,1944.7,1805,1901.2,1910.7,1887.37,1642298,3099621196,100251
BSE,EQ,21-Dec-21,1910.7,1946.7,1968,1850,1863,1859.7,1912.24,872433,1668297714,58092
BSE,EQ,22-Dec-21,1859.7,1875,1930,1861,1894,1885.95,1897.96,652396,1238218288,40728
BSE,EQ,23-Dec-21,1885.95,1911.05,1925,1856.85,1869,1863.4,1882.82,514990,969631887.5,32506
BSE,EQ,24-Dec-21,1863.4,1871.4,1909,1833,1860.5,1860.15,1873.44,613938,1150178143,34632
BSE,EQ,27-Dec-21,1860.15,1850,1878.85,1820,1837,1835.15,1848.41,447688,827509562.1,24503
BSE,EQ,28-Dec-21,1835.15,2000,2028,1917.3,1944.8,1934,1963.02,2066814,4057203537,107675
BSE,EQ,29-Dec-21,1934,1944,1965,1942,1959.15,1953.65,1952.42,478220,933685434.3,30178
BSE,EQ,30-Dec-21,1953.65,1944.65,1953.05,1900,1913,1910.85,1915.93,714995,1369880903,44336
BSE,EQ,31-Dec-21,1910.85,1919.9,1938,1912,1914,1918.5,1921.97,338876,651308465.2,17746
BSE,EQ,03-Jan-22,1918.5,1920,1925.95,1901.6,1904,1906,1909.21,438966,838080042.6,21565
BSE,EQ,04-Jan-22,1906,1915.9,1928,1888,1910.9,1910.15,1908.84,351805,671537871,19361
BSE,EQ,05-Jan-22,1910.15,1914.8,1926.75,1892,1909,1906.6,1907.54,349262,666229696,20709
BSE,EQ,06-Jan-22,1906.6,1896.6,1947,1881.75,1929,1925.25,1920.62,615346,1181847522,28260
BSE,EQ,07-Jan-22,1925.25,1949,1985,1932,1946,1949.1,1956.76,1104762,2161749662,57334
BSE,EQ,10-Jan-22,1949.1,1970,1974.4,1929.55,1943,1943.2,1951.01,483939,944172126.3,29161
BSE,EQ,11-Jan-22,1943.2,1952.95,1998,1944.5,1957,1955.3,1961.47,688406,1350285590,34838
BSE,EQ,12-Jan-22,1955.3,1972,1979,1933.55,1943,1946.15,1952.98,396775,774892750.1,23864
BSE,EQ,13-Jan-22,1946.15,1955,2093.1,1932.5,2013,2006.6,2029.05,4152096,8424798761,193553
BSE,EQ,14-Jan-22,2006.6,2006.6,2077,1988.7,2060,2065.6,2050.17,1388448,2846550653,69993
BSE,EQ,17-Jan-22,2065.6,2072,2081.9,2041.3,2047.65,2048.4,2059.79,595861,1227350227,33168
BSE,EQ,18-Jan-22,2048.4,2057.9,2088,1991.3,2027,2020.35,2042.55,977375,1996340837,58466
BSE,EQ,19-Jan-22,2020.35,2021,2145,1996,2132,2124.9,2091.88,1935523,4048883562,116992
BSE,EQ,20-Jan-22,2124.9,2136,2184.8,2118,2155,2165.8,2156.56,1463313,3155719031,81446
BSE,EQ,21-Jan-22,2165.8,2137.85,2194.8,2037.75,2059,2059.9,2110.4,1779025,3754445830,104796
BSE,EQ,24-Jan-22,2059.9,2058,2071.65,1925,1959.7,1956.6,1979.55,1255823,2485967162,85151
BSE,EQ,25-Jan-22,1956.6,1935,2015.5,1865.7,1998,1982.7,1953.08,1125270,2197747560,68169
BSE,EQ,27-Jan-22,1982.7,1979,2024.95,1956,1985.9,1987.5,1992.45,1036024,2064223919,58941
BSE,EQ,28-Jan-22,1987.5,2005,2053.85,1955.95,1969,1971.05,2016.01,760530,1533236859,44010
BSE,EQ,31-Jan-22,1971.05,1996.6,2014.4,1946,1955.95,1953.15,1970.29,591103,1164645223,34384
BSE,EQ,01-Feb-22,1953.15,1968,2014,1932,1989,1991.95,1968.75,511523,1007061818,33778
BSE,EQ,02-Feb-22,1991.95,2001,2087.15,2000.1,2080.15,2078.05,2057.18,1068028,2197120762,55938
BSE,EQ,03-Feb-22,2078.05,2080,2219,2078.05,2198,2191.95,2169.61,2550689,5534002818,112907
BSE,EQ,04-Feb-22,2191.95,2225,2249.4,2177,2219.1,2220,2213.31,1586695,3511852009,85966
BSE,EQ,07-Feb-22,2220,2225,2225,2108.85,2130,2136.25,2151.68,1217314,2619266002,74567
BSE,EQ,08-Feb-22,2136.25,2154,2183.15,2050.1,2075,2077.5,2105.76,1215822,2560230199,74266
BSE,EQ,09-Feb-22,2077.5,2090,2289.9,2015,2238,2234.95,2199.28,5277096,11605817241,279271
BSE,EQ,10-Feb-22,2234.95,2253.9,2325,2250.05,2269,2279.1,2293,2536788,5816857440,128512
BSE,EQ,11-Feb-22,2279.1,2250,2318,2222.6,2276,2271.4,2282.96,1409962,3218885906,71170
BSE,EQ,14-Feb-22,2271.4,2240,2245.55,2120.1,2143,2144.6,2196.1,1238796,2720515495,78191
BSE,EQ,15-Feb-22,2144.6,2169,2212,2102.3,2191,2191.4,2159.81,1376443,2972861939,78730
BSE,EQ,16-Feb-22,2191.4,2190,2287.85,2188.05,2227,2238.25,2241.16,1486377,3331205612,70897
BSE,EQ,17-Feb-22,2238.25,2267,2344,2237,2279.95,2282.7,2295.17,2342340,5376068207,106761
BSE,EQ,18-Feb-22,2282.7,2294.15,2325,2250.05,2255,2262.8,2288.99,1281275,2932825984,63521
BSE,EQ,21-Feb-22,2262.8,2258,2258,2151,2158,2163.65,2193.14,1239965,2719422088,66919
BSE,EQ,22-Feb-22,2163.65,2046.55,2110,2030,2061,2064.2,2078,1121053,2329553676,66191
BSE,EQ,23-Feb-22,2064.2,2094.9,2148.25,2072,2079.1,2077.8,2107.51,852902,1797497580,47283
BSE,EQ,24-Feb-22,2077.8,1989,2010,1858.85,1878,1874.85,1930.22,2023349,3905504052,129834
BSE,EQ,25-Feb-22,1874.85,1897.1,1976,1897.1,1953.2,1952.65,1952.15,1156213,2257098353,64893
BSE,EQ,28-Feb-22,1952.65,1918,1978.4,1891.85,1970,1963.4,1954.39,983300,1921755018,51625
BSE,EQ,02-Mar-22,1963.4,1925,2028.45,1921.05,2005,2009.25,2004.89,1010227,2025395021,51890
BSE,EQ,03-Mar-22,2009.25,2055,2110,2040.05,2094,2092.45,2077.82,960094,1994898407,42830
BSE,EQ,04-Mar-22,2092.45,2067,2136,2065.15,2083.55,2085.35,2101.41,1095919,2302972144,63211
BSE,EQ,07-Mar-22,2085.35,2060,2074,2011,2059,2057.9,2050.69,833197,1708632487,44512
BSE,EQ,08-Mar-22,2057.9,2088,2138,2071.1,2126,2120.05,2108.53,763120,1609061764,38498
BSE,EQ,09-Mar-22,2120.05,2150,2219.5,2139.05,2216,2208.7,2181.68,898157,1959490369,49838
BSE,EQ,10-Mar-22,2208.7,2278,2650.4,2265,2650.4,2619.45,2472.8,7292362,18032559962,325501
BSE,EQ,11-Mar-22,2619.45,2675,2868,2658.65,2685,2691.25,2776.67,9670252,26851080216,560894
BSE,EQ,14-Mar-22,2691.25,2706,3114,2695.15,3060.3,3030.45,2915.43,7562613,22048290375,374374
BSE,EQ,15-Mar-22,3030.45,3115,3140,2813.7,2918,2938.5,2922.11,3766762,11006877200,246951
BSE,EQ,16-Mar-22,2938.5,2981.5,3045,2925,2949.95,2964.55,2980.28,1643691,4898654316,82538
BSE,EQ,17-Mar-22,2964.55,2980,3006.1,2780.55,2811,2826.6,2890.4,2534033,7324375122,83082
BSE,EQ,21-Mar-22,2826.6,900,986.25,900,940,938.05,952.72,5216834,4970202845,197778
BSE,EQ,22-Mar-22,938.05,952.2,967.55,939,955.2,955.85,951.96,2134980,2032416721,63023
BSE,EQ,23-Mar-22,955.85,966,974,943.85,946,947.6,957.83,1264269,1210954909,47134
BSE,EQ,24-Mar-22,947.6,940.7,946.8,930,932,932.55,936.21,827730,774929818.9,32319
BSE,EQ,25-Mar-22,932.55,937.3,940,881.8,886,885.95,905.39,1481856,1341664204,68016
BSE,EQ,28-Mar-22,885.95,886,924.8,869.25,886,883.1,897.5,1695039,1521296446,64866
BSE,EQ,29-Mar-22,883.1,888.45,910,886,900.9,897.85,897.77,851239,764219156.5,28939
BSE,EQ,30-Mar-22,897.85,908.7,959,900,942.8,943.95,926.73,1524571,1412869255,55094
